	locus_tag	product
1740	Blon_1802	hypothetical protein
1741	Blon_1803	hypothetical protein
1742	Blon_1804	hypothetical protein
1743	Blon_1805	hypothetical protein
1744	Blon_1806	hypothetical protein
1745	Blon_1807	hypothetical protein
1746	Blon_1808	hypothetical protein
1747	Blon_1809	hypothetical protein
1748	Blon_1810	hypothetical protein
1749	Blon_1811	phage Terminase
1750	Blon_1812	protein of unknown function DUF1483
1751	Blon_1813	hypothetical protein
1752	Blon_1814	hypothetical protein
1753	Blon_1815	phage structural protein
1754	Blon_1816	hypothetical protein
1755	Blon_1817	hypothetical protein
1756	Blon_1818	hypothetical protein
1757	Blon_1819	hypothetical protein
1758	Blon_1820	hypothetical protein
1759	Blon_1821	prophage LambdaSa03, structural protein, putative
1760	Blon_1822	hypothetical protein
1761	Blon_1823	phage tape measure protein
1762	Blon_1824	hypothetical protein
1763	Blon_1825	Fibronectin, type III domain protein
1764	Blon_1826	hypothetical protein
1765	Blon_1827	hypothetical protein
1766	Blon_1828	hypothetical protein
1767	Blon_1829	hypothetical protein
1768	Blon_1830	hypothetical protein
1769	Blon_1831	glycoside hydrolase, family 25
1770	Blon_1832	holin, Dp-1 family
1771	Blon_1833	Ppx/GppA phosphatase
1772	Blon_1834	protein of unknown function DUF501
1773	Blon_1835	Septum formation initiator
1774	Blon_1836	enolase (EC 4.2.1.11)
1775	Blon_1837	aldo/keto reductase
1776	Blon_1838	transcription-repair coupling factor
1777	Blon_1839	peptidyl-tRNA hydrolase (EC 3.1.1.29)
1778	Blon_1840	PilT protein domain protein
1779	Blon_1841	GCN5-related N-acetyltransferase
1780	Blon_1842	protein of unknown function UPF0182
1781	Blon_1843	glycoside hydrolase, family 3 domain protein
1782	Blon_1844	nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
1783	Blon_1845	hypothetical protein
1784	Blon_1846	glutamate-5-semialdehyde dehydrogenase (EC 1.2.1.41)
1785	Blon_1847	serine hydroxymethyltransferase (EC 2.1.2.1)
1786	Blon_1848	threonine synthase
1787	Blon_1849	protein of unknown function DUF1648
1788	Blon_1850	regulatory protein GntR, HTH
1789	Blon_1852	hypothetical protein
1790	Blon_1853	hypothetical protein
1791	Blon_1854	ABC transporter related
1792	Blon_1855	transcriptional regulator, GntR family
1793	Blon_1856	two component transcriptional regulator, LuxR family
1794	Blon_1857	Signal transduction histidine kinase-like protein
1795	Blon_1858	major facilitator superfamily MFS_1
1796	Blon_1859	preQ(0) biosynthesis protein QueC
1797	Blon_1860	HAD-superfamily hydrolase, subfamily IA, variant 3
1798	Blon_1861	DNA replication and repair protein RecN
1799	Blon_1862	NAD(+) kinase
1800	Blon_1863	hypothetical protein
1801	Blon_1864	hemolysin A
1802	Blon_1865	HAD-superfamily hydrolase, subfamily IIA
1803	Blon_1866	hypothetical protein
1804	Blon_1867	tyrosyl-tRNA synthetase (EC 6.1.1.1)
1805	Blon_1868	hypothetical protein
1806	Blon_1869	metal dependent phosphohydrolase
1807	Blon_1870	Rhodanese domain protein
1808	Blon_1871	thiazole biosynthesis adenylyltransferase ThiF
1809	Blon_1872	thiazole-phosphate synthase
1810	Blon_1873	thiamine biosynthesis protein ThiS
1811	Blon_1874	argininosuccinate lyase (EC 4.3.2.1)
1812	Blon_1875	argininosuccinate synthase (EC 6.3.4.5)
1813	Blon_1876	transcriptional regulator, ArgR family
1814	Blon_1877	ornithine carbamoyltransferase (EC 2.1.3.3)
1815	Blon_1878	acetylornithine and succinylornithine aminotransferase
1816	Blon_1879	N-acetylglutamate kinase (EC 2.7.2.8)
1817	Blon_1880	N-acetylglutamate synthase (EC 2.3.1.1)/glutamate N-acetyltransferase (EC 2.3.1.35)
1818	Blon_1881	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
1819	Blon_1882	hypothetical protein
1820	Blon_1883	phenylalanyl-tRNA synthetase beta subunit (EC 6.1.1.20)
1821	Blon_1884	phenylalanyl-tRNA synthetase, alpha subunit (EC 6.1.1.20)
1822	Blon_1885	tRNA/rRNA methyltransferase (SpoU)
1823	Blon_1886	cobalt transport protein
1824	Blon_1887	ABC transporter related
1825	Blon_1888	narrowly conserved hypothetical protein
1826	Blon_1889	peptidase M20
1827	Blon_1890	hypothetical protein
1828	Blon_1891	dihydrolipoamide dehydrogenase (EC 1.8.1.4)
1829	Blon_1892	narrowly conserved hypothetical transmembrane protein
1830	Blon_1893	L-glutamine synthetase (EC 6.3.1.2)
1831	Blon_1895	Auxin Efflux Carrier
1832	Blon_1896	galactoside O-acetyltransferase
1833	Blon_1897	galactoside O-acetyltransferase
1834	Blon_1898	transcriptional regulator, PadR family
1835	Blon_1899	DNA-3-methyladenine glycosylase III (EC 3.2.2.-)
1836	Blon_1900	MATE efflux family protein
1837	Blon_1901	ABC transporter related
1838	Blon_1902	hypothetical protein
1839	Blon_1903	hypothetical protein
1840	Blon_1905	Beta-glucosidase
1841	Blon_1906	electron transport complex, RnfABCDGE type, D subunit
1842	Blon_1907	protein of unknown function DUF303, acetylesterase putative
1843	Blon_1908	histidine kinase
1844	Blon_1909	Integrase, catalytic region
1845	Blon_1910	hypothetical protein
1846	Blon_1911	protein of unknown function DUF214
1847	Blon_1912	ABC transporter related
1848	Blon_1913	transcriptional regulator, TetR family
1849	Blon_1914	transposase IS116/IS110/IS902 family protein
1850	Blon_1915	Alcohol dehydrogenase GroES domain protein
1851	Blon_1917	Camphor resistance CrcB protein
1852	Blon_1918	camphor resistance protein CrcB
1853	Blon_1919	hypothetical protein
1854	Blon_1920	conserved hypothetical protein 698
1855	Blon_1922	translation elongation factor 1A (EF-1A/EF-Tu)
1856	Blon_1923	translation elongation factor 2 (EF-2/EF-G)
1857	Blon_1924	SSU ribosomal protein S7P
1858	Blon_1925	SSU ribosomal protein S12P
1859	Blon_1926	hypothetical protein
1860	Blon_1927	Abi family protein
1861	Blon_1928	transposase IS116/IS110/IS902 family protein
1862	Blon_1929	IstB domain protein ATP-binding protein
1863	Blon_1930	hypothetical protein
1864	Blon_1931	Integrase, catalytic region
1865	Blon_1932	ABC transporter related
1866	Blon_1933	hypothetical protein
1867	Blon_1934	Bile acid:sodium symporter
1868	Blon_1935	L-threonine aldolase (EC 4.1.2.5)
1869	Blon_1936	glycosyl transferase, group 1
1870	Blon_1937	aminotransferase, class I and II
1871	Blon_1938	formate-dependent phosphoribosylglycinamide formyltransferase (EC 6.3.4.-)
1872	Blon_1939	Glyoxalase/bleomycin resistance protein/dioxygenase
1873	Blon_1940	phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)
1874	Blon_1941	phosphoribosylformylglycinamidine synthase (EC 6.3.5.3)
1875	Blon_1942	Alpha/beta hydrolase fold-3 domain protein
1876	Blon_1943	hypothetical protein
1877	Blon_1944	hypothetical protein
1878	Blon_1945	G/U mismatch-specific uracil-DNA glycosylase (EC 3.2.2.-)
1879	Blon_1946	HipA domain protein
1880	Blon_1947	transcriptional regulator
1881	Blon_1950	hypothetical protein
1882	Blon_1951	UMUC domain protein DNA-repair protein
1883	Blon_1952	adenosylhomocysteinase (EC 3.3.1.1)
1884	Blon_1953	amidohydrolase
1885	Blon_1954	protein of unknown function DUF985
1886	Blon_1955	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)
1887	Blon_1956	amino acid ABC transporter membrane protein, PAAT family (TC 3.A.1.3.-)
1888	Blon_1957	amino acid ABC transporter ATP-binding protein, PAAT family (TC 3.A.1.3.-)
1889	Blon_1958	amidophosphoribosyltransferase (EC 2.4.2.14)
1890	Blon_1959	phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
1891	Blon_1960	phosphoribosylamine--glycine ligase (EC 6.3.4.13)
1892	Blon_1961	aldehyde dehydrogenase
1893	Blon_1962	sulfatase
1894	Blon_1963	periplasmic solute binding protein
1895	Blon_1964	hypothetical protein
1896	Blon_1965	ribosomal protein L28
1897	Blon_1966	LSU ribosomal protein L33P
1898	Blon_1967	SSU ribosomal protein S14P
1899	Blon_1968	LSU ribosomal protein L31P
1900	Blon_1969	LSU ribosomal protein L36P
1901	Blon_1970	LSU ribosomal protein L32P
1902	Blon_1971	putative high-affinity zinc ABC transporter
1903	Blon_1972	permease
1904	Blon_1973	hypothetical protein
1905	Blon_1974	zinc uptake regulator, Fur family
1906	Blon_1975	hypothetical protein
1907	Blon_1976	hypothetical protein
1908	Blon_1978	ABC transporter
1909	Blon_1979	zinc uptake regulator, Fur family
1910	Blon_1980	5-(carboxyamino)imidazole ribonucleotide synthase
1911	Blon_1981	5-(carboxyamino)imidazole ribonucleotide mutase
1912	Blon_1982	Alcohol dehydrogenase, zinc-binding domain protein
1913	Blon_1983	1-deoxy-D-xylulose-5-phosphate synthase
1914	Blon_1984	protein of unknown function DUF214
1915	Blon_1985	hypothetical protein
1916	Blon_1986	ABC transporter related
1917	Blon_1987	putative transcriptional regulator
1918	Blon_1988	transcriptional regulator, RpiR family
1919	Blon_1989	alpha-L-arabinofuranosidase A-like protein
1920	Blon_1990	hypothetical protein
1921	Blon_1991	beta-aspartyl-peptidase (threonine type)
1922	Blon_1992	transcriptional regulator, GntR family
1923	Blon_1993	pyridoxal phosphate synthase yaaE subunit
1924	Blon_1994	pyridoxal phosphate synthase yaaD subunit
1925	Blon_1995	DNA primase
1926	Blon_1996	putative deoxyguanosinetriphosphate triphosphohydrolase
1927	Blon_1997	alanine racemase (EC 5.1.1.1)
1928	Blon_1998	amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3)
1929	Blon_1999	hypothetical protein
1930	Blon_2000	S-ribosylhomocysteine lyase (EC 4.4.1.21)/quorum-sensing autoinducer 2 (AI-2) synthesis protein LuxS
1931	Blon_2001	ATP-dependent DNA helicase RecQ (EC 3.6.1.-)
1932	Blon_2002	ErfK/YbiS/YcfS/YnhG family protein
1933	Blon_2003	Cystathionine gamma-synthase
1934	Blon_2004	cystathionine beta-synthase
1935	Blon_2005	hypothetical protein
1936	Blon_2006	major facilitator superfamily MFS_1
1937	Blon_2007	Inosine/uridine-preferring nucleoside hydrolase
1938	Blon_2008	ABC transporter related
1939	Blon_2009	ABC transporter related
1940	Blon_2010	binding-protein-dependent transport systems inner membrane component
1941	Blon_2011	binding-protein-dependent transport systems inner membrane component
1942	Blon_2012	extracellular solute-binding protein, family 5
1943	Blon_2013	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
1944	Blon_2014	pantothenate kinase (EC 2.7.1.33)
1945	Blon_2015	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
1946	Blon_2016	Beta-galactosidase
1947	Blon_2017	pseudouridine synthase
1948	Blon_2018	glutamine--fructose-6-phosphate transaminase
1949	Blon_2019	amino acid ABC transporter ATP-binding protein, PAAT family (TC 3.A.1.3.-)
1950	Blon_2020	amino acid ABC transporter membrane protein, PAAT family (TC 3.A.1.3.-)
1951	Blon_2021	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)
1952	Blon_2022	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)
1953	Blon_2023	SsrA-binding protein
1954	Blon_2024	CHAP domain containing protein
1955	Blon_2025	cell division protein FtsX
1956	Blon_2026	cell division ATP-binding protein FtsE
1957	Blon_2027	bacterial peptide chain release factor 2 (bRF-2)
1958	Blon_2028	hypothetical protein
1959	Blon_2029	hypothetical protein
1960	Blon_2030	Peptide deformylase
1961	Blon_2031	phosphoglucosamine mutase (EC 5.4.2.10)
1962	Blon_2032	Membrane alanyl aminopeptidase (EC 3.4.11.2). Metallo peptidase. MEROPS family M01
1963	Blon_2033	beta-lactamase domain protein
1964	Blon_2034	dihydrodipicolinate synthase (EC 4.2.1.52)
1965	Blon_2035	dihydrodipicolinate reductase (EC 1.3.1.26)
1966	Blon_2036	major facilitator superfamily MFS_1
1967	Blon_2037	UvrD/REP helicase
1968	Blon_2038	large hypothetical protein
1969	Blon_2039	protein kinase
1970	Blon_2042	ATPase associated with various cellular activities, AAA_3
1971	Blon_2043	protein of unknown function DUF58
1972	Blon_2044	transglutaminase domain protein
1973	Blon_2046	hypothetical protein
1974	Blon_2047	FHA domain containing protein
1975	Blon_2048	DNA-directed RNA polymerase subunit beta' (EC 2.7.7.6)
1976	Blon_2049	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)
1977	Blon_2050	hypothetical protein
1978	Blon_2051	A/G-specific DNA-adenine glycosylase (EC 3.2.2.-)
1979	Blon_2052	tRNA/rRNA methyltransferase (SpoU)
1980	Blon_2053	hypothetical protein
1981	Blon_2054	protein of unknown function DUF711
1982	Blon_2055	ACT domain-containing protein
1983	Blon_2056	Glycosyl hydrolase family 32, N terminal domain protein
1984	Blon_2057	transcriptional regulator, LacI family
1985	Blon_2058	protein of unknown function DUF624
1986	Blon_2059	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
1987	Blon_2060	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
1988	Blon_2061	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
1989	Blon_2062	galactokinase (EC 2.7.1.6)
1990	Blon_2063	galactose-1-phosphate uridylyltransferase
1991	Blon_2064	transcriptional regulator, DeoR family
1992	Blon_2065	dihydroorotate oxidase A (EC 1.3.3.1)
1993	Blon_2066	NADH:flavin oxidoreductase/NADH oxidase
1994	Blon_2067	glycosyl transferase, family 51
1995	Blon_2068	putative transcriptional regulator, Crp/Fnr family
1996	Blon_2069	biotin/lipoate A/B protein ligase
1997	Blon_2070	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
1998	Blon_2071	oligopeptidase B (EC:3.4.21.83). Serine peptidase. MEROPS family S09A
1999	Blon_2072	narrowly conserved hypothetical protein
2000	Blon_2073	glycine cleavage system H protein
2001	Blon_2074	NUDIX hydrolase
2002	Blon_2075	alpha/beta hydrolase fold protein
2003	Blon_2076	narrowly conserved hypothetical protein
2004	Blon_2077	thioredoxin
2005	Blon_2078	G5 domain protein
2006	Blon_2079	transcriptional regulator, XRE family
2007	Blon_2080	HipA domain protein
2008	Blon_2081	hypothetical protein
2009	Blon_2082	lipopolysaccharide biosynthesis
2010	Blon_2083	hypothetical protein
2011	Blon_2085	protein of unknown function DUF1526
2012	Blon_2086	transcriptional regulator, Fis family
2013	Blon_2087	proline symporter
2014	Blon_2088	ABC transporter
2015	Blon_2089	transcriptional regulator, XRE family
2016	Blon_2090	hypothetical protein
2017	Blon_2091	hypothetical protein
2018	Blon_2092	hypothetical protein
2019	Blon_2093	hypothetical protein
2020	Blon_2094	IS3 family transposase
2021	Blon_2096	IstB domain protein ATP-binding protein
2022	Blon_2097	transposase IS116/IS110/IS902 family protein
2023	Blon_2098	IS3 family transposase
2024	Blon_2099	polysaccharide biosynthesis protein
2025	Blon_2100	hypothetical protein
2026	Blon_2101	glycosyl transferase, family 2
2027	Blon_2102	transposase, mutator type
2028	Blon_2103	MFS permease
2029	Blon_2104	glycosyl transferase, family 14
2030	Blon_2105	Capsular polysaccharide synthesis
2031	Blon_2106	glycosyl transferase, family 2
2032	Blon_2107	glycosyl transferase, group 1
2033	Blon_2108	hypothetical protein
2034	Blon_2109	glycosyl transferase, family 2
2035	Blon_2110	glycosyltransferase
2036	Blon_2111	hypothetical protein
2037	Blon_2112	protein tyrosine phosphatase
2038	Blon_2113	transposase IS116/IS110/IS902 family protein
2039	Blon_2114	Undecaprenyl-phosphate galactose phosphotransferase
2040	Blon_2115	hypothetical protein
2041	Blon_2116	hypothetical protein
2042	Blon_2117	putative transcriptional regulator
2043	Blon_2118	hypothetical protein
2044	Blon_2119	hypothetical protein
2045	Blon_2120	hypothetical protein
2046	Blon_2122	metallophosphoesterase
2047	Blon_2123	Beta-galactosidase
2048	Blon_2124	protein of unknown function DUF245 domain protein
2049	Blon_2125	protein of unknown function DUF797
2050	Blon_2126	inositol monophosphatase
2051	Blon_2127	protein of unknown function DUF245 domain protein
2052	Blon_2128	AAA ATPase, central domain protein
2053	Blon_2129	conserved hypothetical conserved transmembrane protein in the DedA family
2054	Blon_2130	phosphoserine phosphatase (EC 3.1.3.3)
2055	Blon_2131	replication restart DNA helicase PriA
2056	Blon_2132	HAD-superfamily hydrolase, subfamily IA, variant 3
2057	Blon_2133	methionyl-tRNA formyltransferase (EC 2.1.2.9)
2058	Blon_2134	dihydroxyacid dehydratase (EC 4.2.1.9)
2059	Blon_2135	DNA-directed RNA polymerase, omega subunit
2060	Blon_2136	methionine adenosyltransferase (EC 2.5.1.6)
2061	Blon_2137	protein of unknown function DUF214
2062	Blon_2138	protein of unknown function DUF214
2063	Blon_2139	ABC transporter related
2064	Blon_2140	protein tyrosine phosphatase
2065	Blon_2141	Dihydrofolate reductase
2066	Blon_2142	thymidylate synthase (EC 2.1.1.45)
2067	Blon_2143	OsmC family protein
2068	Blon_2144	UspA domain protein
2069	Blon_2145	NLP/P60 protein
2070	Blon_2146	NLP/P60 protein
2071	Blon_2147	CHAP domain containing protein
2072	Blon_2148	phosphoserine aminotransferase apoenzyme (EC 2.6.1.52)
2073	Blon_2149	hypothetical protein
2074	Blon_2150	histidine kinase
2075	Blon_2151	phosphate uptake regulator, PhoU
2076	Blon_2152	phosphoglycerate mutase (EC 5.4.2.1)
2077	Blon_2153	putative exodeoxyribonuclease V
2078	Blon_2154	Resolvase helix-turn-helix domain protein
2079	Blon_2155	Cytochrome P450-like protein
2080	Blon_2156	AAA ATPase, central domain protein
2081	Blon_2157	UBA/THIF-type NAD/FAD binding protein
2082	Blon_2158	hypothetical protein
2083	Blon_2159	major facilitator superfamily MFS_1
2084	Blon_2160	1,4-dihydroxy-2-naphthoate prenyltransferase (EC 2.5.1.74)
2085	Blon_2161	lysyl-tRNA synthetase, class II (EC 6.1.1.6)
2086	Blon_2162	major facilitator superfamily MFS_1
2087	Blon_2163	LPXTG-motif cell wall anchor domain protein
2088	Blon_2164	Tetratricopeptide TPR_2 repeat protein
2089	Blon_2165	hypothetical protein
2090	Blon_2166	conserved hypothetical membrane protein possibly involved in transport
2091	Blon_2167	hypothetical protein
2092	Blon_2168	phage shock protein C (PspC) family protein
2093	Blon_2169	phage shock protein C (PspC) family protein
2094	Blon_2170	two component transcriptional regulator, LuxR family
2095	Blon_2171	UDP-galactose 4-epimerase (EC 5.1.3.2)
2096	Blon_2172	UTP-hexose-1-phosphate uridylyltransferase (EC 2.7.7.10)
2097	Blon_2173	aminoglycoside phosphotransferase
2098	Blon_2174	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
2099	Blon_2175	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2100	Blon_2176	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2101	Blon_2177	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2102	Blon_2178	seryl-tRNA synthetase (EC 6.1.1.11)
2103	Blon_2179	diacylglycerol kinase, catalytic region
2104	Blon_2180	transcriptional antiterminator, BglG
2105	Blon_2181	Integrase, catalytic region
2106	Blon_2182	transcriptional antiterminator, BglG family
2107	Blon_2183	PTS system IIA component, Glc family (TC 4.A.1)/PTS system IIB component, Glc family (TC 4.A.1)/PTS system IIC component, Glc family (TC 4.A.1)
2108	Blon_2184	phosphoglucomutase, alpha-D-glucose phosphate-specific
2109	Blon_2185	hypothetical protein
2110	Blon_2186	narrowly conserved hypothetical protein
2111	Blon_2187	transcriptional regulator, BadM/Rrf2 family
2112	Blon_2188	pyridine nucleotide-disulphide oxidoreductase dimerisation region
2113	Blon_2189	hypothetical protein
2114	Blon_2190	ribonuclease H
2115	Blon_2191	ribose-5-phosphate isomerase (EC 5.3.1.6)
2116	Blon_2192	hypothetical protein
2117	Blon_2193	hypothetical protein
2118	Blon_2194	DNA repair protein RadA
2119	Blon_2195	Riboflavin kinase / FAD synthetase
2120	Blon_2196	tRNA pseudouridine synthase B (EC 4.2.1.70)
2121	Blon_2197	ribosome-binding factor A
2122	Blon_2198	bacterial translation initiation factor 2 (bIF-2)
2123	Blon_2199	NusA antitermination factor
2124	Blon_2200	hypothetical protein
2125	Blon_2202	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2126	Blon_2203	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2127	Blon_2204	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2128	Blon_2206	hypothetical protein
2129	Blon_2207	transglutaminase, N-terminal domain protein
2130	Blon_2208	protein of unknown function DUF404
2131	Blon_2209	tRNA pseudouridine synthase A
2132	Blon_2210	LSU ribosomal protein L17P
2133	Blon_2211	DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6)
2134	Blon_2212	SSU ribosomal protein S11P
2135	Blon_2213	ribosomal protein S13
2136	Blon_2214	LSU ribosomal protein L36P
2137	Blon_2215	bacterial translation initiation factor 1 (bIF-1)
2138	Blon_2216	Adenylate kinase (EC 2.7.4.3)
2139	Blon_2217	protein translocase subunit secY/sec61 alpha
2140	Blon_2218	LSU ribosomal protein L15P
2141	Blon_2219	LSU ribosomal protein L30P
2142	Blon_2220	SSU ribosomal protein S5P
2143	Blon_2221	LSU ribosomal protein L18P
2144	Blon_2222	LSU ribosomal protein L6P
2145	Blon_2223	SSU ribosomal protein S8P
2146	Blon_2224	ribosomal protein S14
2147	Blon_2225	LSU ribosomal protein L5P
2148	Blon_2226	LSU ribosomal protein L24P
2149	Blon_2227	LSU ribosomal protein L14P
2150	Blon_2228	SSU ribosomal protein S17P
2151	Blon_2229	ribosomal protein L29
2152	Blon_2230	LSU ribosomal protein L16P
2153	Blon_2231	SSU ribosomal protein S3P
2154	Blon_2232	ribosomal protein L22
2155	Blon_2233	SSU ribosomal protein S19P
2156	Blon_2234	LSU ribosomal protein L2P
2157	Blon_2235	LSU ribosomal protein L23P
2158	Blon_2236	LSU ribosomal protein L4P
2159	Blon_2237	LSU ribosomal protein L3P
2160	Blon_2238	SSU ribosomal protein S10P
2161	Blon_2239	Acetolactate decarboxylase
2162	Blon_2240	hypothetical protein
2163	Blon_2241	acetaldehyde dehydrogenase (EC 1.2.1.10)/alcohol dehydrogenase AdhE (EC 1.1.1.1)
2164	Blon_2242	ROK family protein
2165	Blon_2243	glycogen debranching enzyme GlgX
2166	Blon_2244	SSU ribosomal protein S9P
2167	Blon_2245	LSU ribosomal protein L13P
2168	Blon_2246	4-alpha-glucanotransferase
2169	Blon_2247	leucine rich repeat variant
2170	Blon_2248	protein of unknown function UPF0029
2171	Blon_2249	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding
2172	Blon_2250	transcriptional regulator, Fis family
2173	Blon_2251	succinyldiaminopimelate aminotransferase apoenzyme (EC 2.6.1.17)
2174	Blon_2252	4Fe-4S ferredoxin, iron-sulfur binding domain protein
2175	Blon_2253	amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3)
2176	Blon_2254	UDP-N-acetylmuramate dehydrogenase
2177	Blon_2255	LSU ribosomal protein L33P
2178	Blon_2257	chaperonin Cpn10
2179	Blon_2258	hypothetical protein
2180	Blon_2259	GCN5-related N-acetyltransferase
2181	Blon_2260	5-formyltetrahydrofolate cyclo-ligase
2182	Blon_2261	putative regulatory protein, FmdB family
2183	Blon_2262	SAF domain protein
2184	Blon_2263	hypothetical protein
2185	Blon_2264	large hypothetical protein
2186	Blon_2265	Forkhead-associated protein
2187	Blon_2266	LSU ribosomal protein L12P
2188	Blon_2267	LSU ribosomal protein L10P
2189	Blon_2268	hypothetical protein
2190	Blon_2269	Xanthine/uracil/vitamin C permease
2191	Blon_2270	Polyribonucleotide nucleotidyltransferase
2192	Blon_2271	SSU ribosomal protein S15P
2193	Blon_2272	ABC transporter related
2194	Blon_2273	ABC transporter related
2195	Blon_2274	hypothetical protein
2196	Blon_2275	hypothetical protein
2197	Blon_2276	hypothetical protein
2198	Blon_2277	two component transcriptional regulator, LuxR family
2199	Blon_2278	hypothetical protein
2200	Blon_2279	Integrase, catalytic region
2201	Blon_2280	hypothetical protein
2202	Blon_2281	hypothetical protein
2203	Blon_2282	hypothetical protein
2204	Blon_2283	4'-phosphopantetheinyl transferase
2205	Blon_2284	fatty acid synthase, bacterial type (EC 2.3.1.-)
2206	Blon_2285	Propionyl-CoA carboxylase
2207	Blon_2286	Carbamoyl-phosphate synthase L chain, ATP-binding
2208	Blon_2287	hypothetical protein
2209	Blon_2288	biotin--acetyl-CoA-carboxylase ligase
2210	Blon_2289	hypothetical protein
2211	Blon_2290	narrowly conserved hypothetical protein
2212	Blon_2291	transcriptional regulator, IclR family
2213	Blon_2292	transcriptional regulator, IclR family
2214	Blon_2293	LSU ribosomal protein L1P
2215	Blon_2294	LSU ribosomal protein L11P
2216	Blon_2295	transcription antitermination protein nusG
2217	Blon_2296	preprotein translocase, SecE subunit
2218	Blon_2297	L-aspartate aminotransferase apoenzyme (EC 2.6.1.1)
2219	Blon_2298	glutamate 5-kinase (EC 2.7.2.11)
2220	Blon_2299	GTP1/OBG sub domain protein
2221	Blon_2300	LSU ribosomal protein L27P
2222	Blon_2301	LSU ribosomal protein L21P
2223	Blon_2302	ribonuclease, Rne/Rng family
2224	Blon_2303	succinyldiaminopimelate desuccinylase (EC 3.5.1.18)
2225	Blon_2304	Auxin Efflux Carrier
2226	Blon_2305	RbsD or FucU transport
2227	Blon_2306	amidohydrolase 2
2228	Blon_2307	major facilitator superfamily MFS_1
2229	Blon_2308	short-chain dehydrogenase/reductase SDR
2230	Blon_2309	L-fuconate dehydratase (EC 4.2.1.68)
2231	Blon_2310	transcriptional regulator, LacI family
2232	Blon_2311	protein of unknown function DUF214
2233	Blon_2312	ABC transporter related
2234	Blon_2313	hypothetical protein
2235	Blon_2314	maf protein
2236	Blon_2315	homoserine kinase (EC 2.7.1.39)
2237	Blon_2316	homoserine dehydrogenase (EC 1.1.1.3)
2238	Blon_2317	diaminopimelate decarboxylase (EC 4.1.1.20)
2239	Blon_2318	arginyl-tRNA synthetase (EC 6.1.1.19)
2240	Blon_2319	transcriptional regulator, LysR family
2241	Blon_2320	aminotransferase, class I and II
2242	Blon_2321	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
2243	Blon_2322	FAD-dependent pyridine nucleotide-disulphide oxidoreductase
2244	Blon_2323	dihydroorotate dehydrogenase
2245	Blon_2324	3-isopropylmalate dehydratase, small subunit (EC 4.2.1.33)
2246	Blon_2325	3-isopropylmalate dehydratase, large subunit (EC 4.2.1.33)
2247	Blon_2326	transcriptional regulator, IclR family
2248	Blon_2327	metallophosphoesterase
2249	Blon_2328	Polyphosphate kinase
2250	Blon_2329	putative phosphohistidine phosphatase, SixA
2251	Blon_2330	hypothetical protein
2252	Blon_2331	sugar (Glycoside-Pentoside-Hexuronide) transporter
2253	Blon_2332	PTS system IIA component, Glc family (TC 4.A.1)
2254	Blon_2333	Integrase, catalytic region
2255	Blon_2334	glycoside hydrolase family 2, TIM barrel
2256	Blon_2335	alpha-L-fucosidase 2
2257	Blon_2336	alpha-1,3/4-fucosidase, putative
2258	Blon_2337	RbsD or FucU transport
2259	Blon_2338	dihydrodipicolinate synthetase
2260	Blon_2339	short-chain dehydrogenase/reductase SDR
2261	Blon_2340	L-fuconate dehydratase (EC 4.2.1.68)
2262	Blon_2341	protein of unknown function DUF624
2263	Blon_2342	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2264	Blon_2343	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2265	Blon_2344	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
